no,업체ID,업체명,시도,시군구,도로명주소,지번주소,우편번호,위도,경도,좌표_상태,전화번호,전화번호_유형,연락가능,영업상태,인허가일자,보호복_수,수동분무기_수,동력분무기_수,초미립자살포기_수,진공청소기_수,방독면_수,개방자치단체코드,최종수정일시
538,PHMB520205020055042500005,엔씨더블유 협동조합,경상북도,포항시 북구,"경상북도 포항시 북구 중흥로125번길 18, 1층 (죽도동)",경상북도 포항시 북구 죽도동 703-38,37758,36.016838,129.350963,정상,054-614-1368,유선,True,영업중,2020-05-14,5,3,0,1,1,5,5020000,2023-05-09 10:20:53
539,PHMB520225020056042500006,엔에스클린닥터 포항지사,경상북도,포항시 북구,"경상북도 포항시 북구 장량로190번길 6-13, 2층 201호 (양덕동)",경상북도 포항시 북구 양덕동 1621,37593,36.081057,129.400404,정상,,없음,False,영업중,2022-12-23,5,3,0,1,1,5,5020000,2022-12-28 16:07:14
540,PHMB520045020056042500001,영남방역공사,경상북도,포항시 북구,"경상북도 포항시 북구 환호공원길 15, 환호종합시장 B동 1층 112호 (환호동)",경상북도 포항시 북구 환호동 377번지 5호 환호종합시장,37600,36.06803,129.391179,정상,,없음,False,영업중,2004-09-02,10,10,1,2,2,5,5020000,2020-06-08 11:00:05
541,PHMB520125020056042500001,영신환경,경상북도,포항시 북구,경상북도 포항시 북구 희망대로659번길 76 (죽도동),경상북도 포항시 북구 죽도동 705번지 3호,37758,36.016564,129.350179,정상,054-272-7188,유선,True,영업중,2012-01-11,5,5,1,1,2,5,5020000,2014-01-16 13:33:24
542,PHMB520205020056042500007,우디,경상북도,포항시 북구,경상북도 포항시 북구 아호로 37 (학산동),경상북도 포항시 북구 학산동 284-1,37717,36.055252,129.370749,정상,,없음,False,영업중,2020-09-15,5,3,0,1,1,5,5020000,2020-09-16 17:37:11
543,PHMB520125020055042500005,주식회사 세광,경상북도,포항시 북구,경상북도 포항시 북구 법원로97번길 20-10 (장성동),경상북도 포항시 북구 장성동 1513번지 3호,37581,36.084038,129.383343,정상,054-611-4855,유선,True,영업중,2012-06-04,5,5,1,1,1,5,5020000,2018-05-29 13:25:20
544,PHMB520205020056042500003,주식회사 오롯이,경상북도,포항시 북구,"경상북도 포항시 북구 불종로 61, 1층 (중앙동)",경상북도 포항시 북구 중앙동 63번지 1호,37736,36.038382,129.366521,정상,054-732-0007,유선,True,영업중,2020-05-06,5,3,0,1,1,5,5020000,2020-05-07 11:44:02
545,PHMB520105020056042500006,주식회사 청해,경상북도,포항시 북구,경상북도 포항시 북구 삼흥로62번길 3-1 (장성동),경상북도 포항시 북구 장성동 1350번지 13호,37607,36.067598,129.379361,정상,,없음,False,영업중,2010-11-24,5,5,1,1,1,5,5020000,2019-12-31 11:57:02
546,PHMB520145020056042500001,주현개발,경상북도,포항시 북구,"경상북도 포항시 북구 흥해읍 남미질로 21, 103/109호",,37545,36.105378,129.345371,정상,,없음,False,영업중,2014-04-21,5,5,1,1,1,5,5020000,2015-03-18 12:06:28
547,PHMB520195020056042500004,참그린환경,경상북도,포항시 북구,경상북도 포항시 북구 흥해읍 남미질로13번길 16,,37545,36.10627,129.344805,정상,,없음,False,영업중,2019-04-18,5,3,0,1,1,5,5020000,2019-04-18 17:29:23
548,PHMB520215020056042500009,청년클린케어,경상북도,포항시 북구,"경상북도 포항시 북구 양덕남로 151, 1층 (양덕동)",경상북도 포항시 북구 양덕동 2154,37596,36.07988,129.408636,정상,,없음,False,영업중,2021-12-16,5,5,0,1,3,5,5020000,2025-03-28 10:14:17
549,PHMB520215020056042500004,청소와용역,경상북도,포항시 북구,"경상북도 포항시 북구 용당로 20, 1층 (용흥동)",경상북도 포항시 북구 용흥동 143-8,37742,36.030063,129.357205,정상,,없음,False,영업중,2021-08-10,5,3,0,1,4,5,5020000,2022-10-18 10:39:36
550,PHMB520255020056042500003,카리타스보호작업장,경상북도,포항시 북구,경상북도 포항시 북구 청하면 동해대로2315번길 33,경상북도 포항시 북구 청하면 하대리 559-26 (주)태경산업,37516,36.17472,129.337342,정상,,없음,False,영업중,2025-12-12,5,4,0,2,1,5,5020000,2025-12-16 08:54:39
551,PHMB520095020056042500008,케스원,경상북도,포항시 북구,경상북도 포항시 북구 삼호로 492 (환호동),경상북도 포항시 북구 환호동 498번지 4호,37599,36.071909,129.39905,정상,,없음,False,영업중,2009-05-26,5,5,1,1,1,5,5020000,2016-04-11 13:01:37
552,PHMB520255020056042500005,클린더홈 한국방역,경상북도,포항시 북구,경상북도 포항시 북구 중흥로213번길 31 (죽도동),,37752,36.024129,129.354825,정상,,없음,False,영업중,2025-12-31,5,3,0,2,1,5,5020000,2026-01-02 15:44:55
553,PHMB520205020056042500001,클린업,경상북도,포항시 북구,경상북도 포항시 북구 삼호로509번길 11-1 (환호동),경상북도 포항시 북구 환호동 492번지 5호,37601,36.072499,129.397493,정상,,없음,False,영업중,2020-03-16,5,3,0,1,1,5,5020000,2020-03-18 11:40:40
554,PHMB520195020056042500006,클린큐브환경,경상북도,포항시 북구,"경상북도 포항시 북구 장량로17번길 36-11, 1층 (장성동)",경상북도 포항시 북구 장성동 1501번지 11호,37579,36.086005,129.383048,정상,054-252-0007,유선,True,영업중,2019-12-09,10,5,0,2,2,8,5020000,2019-12-10 15:44:37
555,PHMB520155020056042500006,킬 러스,경상북도,포항시 북구,경상북도 포항시 북구 흥해읍 남미질로21번길 15-37545,,37545,36.1126,129.35397,지오코딩_근사(행정구역중심),,없음,False,영업중,2015-12-21,5,3,0,1,1,5,5020000,2015-12-21 11:45:12
556,PHMB520195020056042500002,포항소독,경상북도,포항시 북구,"경상북도 포항시 북구 중앙로 210, SK생명 (죽도동)",경상북도 포항시 북구 죽도동 96번지 57호 SK생명,37787,36.031812,129.36662,정상,054-277-7781,유선,True,영업중,2019-02-12,5,3,0,1,1,5,5020000,2019-02-12 17:20:32
557,PHMB520125020056042500010,포항시니어클럽 (클린토이앤워시),경상북도,포항시 북구,"경상북도 포항시 북구 장미길 31-1, 1층 (학산동, 포항학산종합상가)",경상북도 포항시 북구 학산동 346번지,37719,36.051158,129.363385,정상,,없음,False,영업중,2012-11-19,5,5,1,1,1,5,5020000,2017-12-01 13:17:10
558,PHMB520125020056042500004,포항환경방역공사,경상북도,포항시 북구,경상북도 포항시 북구 죽도로40번길 43 (죽도동),경상북도 포항시 북구 죽도동 67번지 6호,37745,36.029751,129.362814,정상,,없음,False,영업중,2012-06-04,5,5,1,1,1,5,5020000,2017-10-19 17:27:07
559,PHMB520215020056042500002,하나방역 포항지사,경상북도,포항시 북구,"경상북도 포항시 북구 죽도로68번길 19, 상가동 102호 (죽도동, 송정한일맨션)",경상북도 포항시 북구 죽도동 20-117 송정한일맨션,37785,36.032337,129.369299,정상,,없음,False,영업중,2021-02-05,5,3,0,1,1,5,5020000,2026-01-22 09:07:54
560,PHMB520235020056042500003,한국방역,경상북도,포항시 북구,"경상북도 포항시 북구 법원로8번길 26, 1층 (장성동, 인하우스)",경상북도 포항시 북구 장성동 1454-6 인하우스,37586,36.076021,129.389382,정상,054-248-1119,유선,True,영업중,2023-11-07,5,3,0,1,2,5,5020000,2023-11-12 15:39:45
561,PHMB520225020056042500003,한국안전기술협회 경북지부,경상북도,포항시 북구,"경상북도 포항시 북구 용두산길 6, 포의빌딩 1층 3호 (두호동)",경상북도 포항시 북구 두호동 1083-3 포의빌딩,37610,36.064661,129.382684,정상,070-4659-4966,인터넷전화,True,영업중,2022-05-09,5,3,0,1,1,5,5020000,2022-05-10 08:43:03
562,PHMB520215020056042500006,한국재난안전진흥원 포항지사,경상북도,포항시 북구,경상북도 포항시 북구 흥해읍 동해대로 1483,경상북도 포항시 북구 흥해읍 옥성리 232,37544,36.10495,129.342678,정상,054-261-7000,유선,True,영업중,2021-09-14,7,3,0,1,1,5,5020000,2021-09-28 14:25:07
563,PHMB520205020056042500008,한국크린,경상북도,포항시 북구,"경상북도 포항시 북구 우창동로 90, 101호 (우현동, THE휴)",경상북도 포항시 북구 우현동 0 THE휴,37636,36.058249,129.36751,지오코딩_근사(도로중심),,없음,False,영업중,2020-11-05,5,3,0,1,1,5,5020000,2020-11-10 14:53:50
564,PHMB520225020056042500002,해성에이치씨,경상북도,포항시 북구,경상북도 포항시 북구 기계면 내단길86번길 19-53,경상북도 포항시 북구 기계면 내단리 746,37527,36.068681,129.226248,정상,,없음,False,영업중,2022-03-04,5,4,0,1,1,5,5020000,2022-03-15 19:16:02
565,PHMB520215020056042500001,향군대창기업,경상북도,포항시 북구,"경상북도 포항시 북구 삼흥로62번길 45 (두호동, 삼양동산맨션)",경상북도 포항시 북구 두호동 1076-8 삼양동산맨션,37608,36.068023,129.383518,정상,,없음,False,영업중,2021-02-05,5,3,0,1,1,5,5020000,2021-02-07 08:56:29
566,PHMB520075020056042500001,현대환경,경상북도,포항시 북구,경상북도 포항시 북구 삼호로8번길 5 (덕산동),경상북도 포항시 북구 덕산동 114번지 17호,37728,36.041769,129.367818,정상,,없음,False,영업중,2007-02-02,5,5,1,1,1,5,5020000,2015-03-12 18:29:51
567,PHMB520245141017042500002,경신환경,대구광역시,군위군,대구광역시 군위군 소보면 송원3길 26,,43102,36.255713,128.478252,정상,,없음,False,영업중,2024-03-07,5,3,0,2,1,5,5141000,2024-03-07 17:00:04
568,PHMB520225140011042500002,그린방역,대구광역시,군위군,대구광역시 군위군 군위읍 중앙길 31-5,대구광역시 군위군 군위읍 서부리 157-7,43118,36.231269,128.567065,정상,054-382-4864,유선,True,영업중,2022-11-23,5,3,0,1,1,5,5141000,2022-11-23 16:50:02
569,PHMB520135140011042500001,대풍환경,대구광역시,군위군,대구광역시 군위군 군위읍 중앙길 93,대구광역시 군위군 군위읍 정리 382번지 1호 27통,43115,36.250169,128.568966,정상,,없음,False,영업중,2013-05-21,5,5,1,1,1,5,5141000,2021-05-28 15:22:54
570,PHMB520225140011042500001,사회적협동조합 나루,대구광역시,군위군,"대구광역시 군위군 군위읍 동서2길 35, 군위생활문화센타",대구광역시 군위군 군위읍 서부리 99 군위생활문화센타,43119,36.233123,128.567922,정상,054-382-1482,유선,True,영업중,2022-08-30,5,4,0,2,1,5,5141000,2022-08-30 16:07:41
571,PHMB520195140011042500002,세중보호작업장,대구광역시,군위군,대구광역시 군위군 군위읍 상곡길 75,,43112,36.239122,128.597899,정상,054-383-0054,유선,True,영업중,2019-11-07,5,3,0,1,1,5,5141000,2024-02-08 15:45:51
572,PHMB520235140011042500001,세환환경,대구광역시,군위군,대구광역시 군위군 군위읍 중앙길 43,대구광역시 군위군 군위읍 서부리 159-2,43118,36.232216,128.566463,정상,,없음,False,영업중,2023-06-15,5,3,0,1,1,5,5141000,2026-03-17 10:46:03
573,PHMB520155140011042500001,이로운 환경,대구광역시,군위군,대구광역시 군위군 군위읍 중앙길 64,,43119,36.234037,128.566464,정상,,없음,False,영업중,2015-01-08,5,5,1,1,1,5,5141000,2020-12-09 10:14:56
574,PHMB520245141017042500001,한국환경,대구광역시,군위군,대구광역시 군위군 산성면 만석길 15-7,,43159,36.107421,128.706796,정상,,없음,False,영업중,2024-02-16,5,4,0,1,2,6,5141000,2024-02-20 10:15:44
575,PHMB520265141017042500002,홍익산업,대구광역시,군위군,대구광역시 군위군 군위읍 중앙길 51,,43117,36.232881,128.565983,정상,054-383-1992,유선,True,영업중,2026-08-24,5,3,0,1,2,5,5141000,2026-08-25 13:04:05
576,PHMB520143440024042500001,(주)대명티엠에스,대구광역시,남구,"대구광역시 남구 용두방천2길 34, 2층 202호 (이천동)",대구광역시 남구 이천동 548-2 202호,42440,35.845865,128.605467,정상,053-475-2900,유선,True,영업중,2014-01-20,5,10,1,1,1,5,3440000,2026-07-22 10:36:41
577,PHMB520223440024042500005,(주)모든더케어존,대구광역시,남구,"대구광역시 남구 효서길 64, 2층 (봉덕동)",대구광역시 남구 봉덕동 1361-103,42505,35.838166,128.595275,정상,,없음,False,영업중,2020-09-21,5,3,0,1,1,5,3440000,2023-06-27 09:35:56
578,PHMB520253440024042500006,(주)상일종합관리,대구광역시,남구,"대구광역시 남구 용두방천2길 34, 3층 (이천동)",대구광역시 남구 이천동 548-2,42440,35.845865,128.605467,정상,053-744-7701,유선,True,영업중,2025-11-21,5,3,0,1,1,5,3440000,2025-11-25 11:41:39
579,PHMB520063440024042500001,(주)영원씨앤에스,대구광역시,남구,대구광역시 남구 봉덕로 6 (봉덕동),대구광역시 남구 봉덕동 1301번지 15호,42445,35.845129,128.590901,정상,053-474-0140,유선,True,영업중,2006-05-04,5,5,1,1,1,5,3440000,2024-05-03 10:21:11
580,PHMB520243440024042500002,(주)우리종합관리,대구광역시,남구,"대구광역시 남구 봉덕남로 7, 지하1층 (봉덕동)",대구광역시 남구 봉덕동 706-16,42446,35.844612,128.594649,정상,,없음,False,영업중,2020-05-11,5,3,0,1,1,5,3440000,2024-03-20 11:43:08
581,PHMB520193440024042500005,(주)정인메인티넌스,대구광역시,남구,"대구광역시 남구 봉덕로 135, 301동 2층 205호 (봉덕동, 강변 효성 백년가약)",대구광역시 남구 봉덕동 1635번지 강변 효성 백년가약,42440,35.845145,128.605026,정상,053-655-2981,유선,True,영업중,2019-06-17,5,3,0,1,1,5,3440000,2020-04-20 15:14:01
582,PHMB520243440024042500001,(주)포스원,대구광역시,남구,"대구광역시 남구 중앙대로27길 27, 2층 (대명동)",,42449,35.843712,128.589966,정상,053-793-8998,유선,True,영업중,2024-02-15,5,3,0,1,1,5,3440000,2024-02-16 13:33:25
583,PHMB520173440024042500001,강산환경,대구광역시,남구,대구광역시 남구 봉덕로6길 40-1 (봉덕동),대구광역시 남구 봉덕동 986번지 32호,42445,35.843925,128.591872,정상,053-567-8787,유선,True,영업중,2014-12-03,5,5,1,1,1,5,3440000,2019-01-21 11:12:42
584,PHMB519923440024042500001,경북방역공사,대구광역시,남구,"대구광역시 남구 대명로47길 47-1, 1층 (대명동)",대구광역시 남구 대명동 1693번지 4호,42420,35.843606,128.581918,정상,053-623-5716,유선,True,영업중,1992-02-24,5,5,1,1,1,5,3440000,2019-10-22 08:58:22
585,PHMB520263440024042500002,그린방역,대구광역시,남구,"대구광역시 남구 대명서로 21-1, 1층 (대명동)",,42500,35.829721,128.561331,정상,053-657-1977,유선,True,영업중,2026-02-10,5,3,0,1,1,5,3440000,2026-02-10 14:51:36
586,PHMB520203440024042500006,그린존,대구광역시,남구,"대구광역시 남구 성당로34길 32, 1층 (대명동)",대구광역시 남구 대명동 3040-2,42460,35.847528,128.570685,정상,,없음,False,영업중,2018-05-16,5,3,0,1,1,5,3440000,2023-11-23 09:15:16
587,PHMB520263440024042500003,누리방역 협동조합,대구광역시,남구,"대구광역시 남구 봉덕로10길 29, 102호 (봉덕동)",,42446,35.843562,128.595903,정상,,없음,False,영업중,2026-02-20,200,5,0,5,1,10,3440000,2026-02-20 14:40:57
588,PHMB520193440024042500004,다그린종합환경,대구광역시,남구,"대구광역시 남구 봉덕로6길 14, 1층 (봉덕동)",대구광역시 남구 봉덕동 600번지 24호,42445,35.844531,128.592861,정상,,없음,False,영업중,2019-05-09,5,3,0,1,1,5,3440000,2019-05-09 16:55:03
589,PHMB520183440024042500001,대구남구지역자활센터 착착클린,대구광역시,남구,대구광역시 남구 봉덕로13길 54-1 (봉덕동),대구광역시 남구 봉덕동 524번지 6호,42429,35.847444,128.597026,정상,,없음,False,영업중,2018-01-11,5,3,0,1,2,5,3440000,2023-10-25 15:11:21
590,PHMB520003440024042500001,대성종합관리,대구광역시,남구,"대구광역시 남구 현충서길 29, 상가동 지하1층 (대명동, 동아대덕아파트)",대구광역시 남구 대명동 1220번지 24호 동아대덕아파트,42464,35.845229,128.577339,정상,053-654-2522,유선,True,영업중,2000-02-29,5,5,1,1,1,5,3440000,2019-09-06 18:50:39
591,PHMB520103440024042500003,대주서비스,대구광역시,남구,대구광역시 남구 성당로 112 (대명동),대구광역시 남구 대명동 3052번지 20호,42471,35.845803,128.565507,정상,053-629-2299,유선,True,영업중,2010-05-06,5,5,1,1,1,5,3440000,2015-09-02 09:49:43
592,PHMB520203440024042500004,더존(The Zone),대구광역시,남구,"대구광역시 남구 대경1길 19, 1층 (대명동)",대구광역시 남구 대명동 3025-43,42458,35.847904,128.573897,정상,,없음,False,영업중,2020-07-17,5,3,0,1,1,5,3440000,2025-02-20 16:47:16
593,PHMB520203440024042500003,동양종합관리(주),대구광역시,남구,"대구광역시 남구 중앙대로31길 195, 2층 (대명동)",대구광역시 남구 대명동 1918번지 2호,42413,35.852264,128.583315,정상,053-270-5255,유선,True,영업중,2013-10-08,5,5,1,1,1,5,3440000,2025-05-02 18:12:45
594,PHMB520213440024042500006,룩카DMC,대구광역시,남구,"대구광역시 남구 중앙대로22길 78-2, 1층 (봉덕동)",대구광역시 남구 봉덕동 712-26,42447,35.842602,128.594701,정상,053-474-0996,유선,True,영업중,2021-06-08,5,8,0,12,1,5,3440000,2021-06-08 16:29:05
595,PHMB520183440024042500006,블루존,대구광역시,남구,"대구광역시 남구 현충로25길 47, 1층 (대명동)",대구광역시 남구 대명동 619번지 20호,42467,35.844078,128.57721,정상,053-765-8242,유선,True,영업중,2018-11-27,5,3,0,1,1,5,3440000,2018-11-29 11:21:07
596,PHMB520153440024042500002,신대구사회적협동조합,대구광역시,남구,대구광역시 남구 계명중앙1길 5-1 (대명동),대구광역시 남구 대명동 2133-53,42402,35.856881,128.580294,정상,053-267-5567,유선,True,영업중,2015-09-02,5,5,0,3,1,5,3440000,2020-12-30 22:08:28
597,PHMB520263440024042500001,에나 정보 시스템,대구광역시,남구,"대구광역시 남구 봉덕로21길 32-1, 1층 (봉덕동)",대구광역시 남구 봉덕동 741-26,42439,35.846376,128.601183,정상,,없음,False,영업중,2026-02-04,5,3,0,1,1,5,3440000,2026-02-04 16:21:46
598,PHMB520243440024042500004,엔가드대구방역,대구광역시,남구,대구광역시 남구 봉덕남로 7 (봉덕동),,42446,35.844612,128.594649,정상,,없음,False,영업중,2024-08-30,5,3,0,1,1,5,3440000,2026-07-22 10:44:55
599,PHMB520263440024042500004,예원아이엔티,대구광역시,남구,"대구광역시 남구 골안길 106-1, 1층 (대명동)",,42499,35.833791,128.562856,정상,,없음,False,영업중,2026-03-04,5,3,0,1,1,5,3440000,2026-03-04 16:58:53
600,PHMB520033440024042500001,우진종합관리(주),대구광역시,남구,대구광역시 남구 큰골길 13 (대명동),대구광역시 남구 대명동 724번지 16호,42488,35.838194,128.577538,정상,053-626-3000,유선,True,영업중,2003-05-14,5,5,1,1,1,5,3440000,2019-03-08 13:48:00
601,PHMB520263440024042500005,제로존,대구광역시,남구,대구광역시 남구 골안길 145 (대명동),,42496,35.832118,128.56332,정상,,없음,False,영업중,2026-04-23,5,3,0,1,1,5,3440000,2026-04-24 09:04:01
602,PHMB520143440024042500002,주)엘인케이,대구광역시,남구,"대구광역시 남구  삼각지4길  32, 1층 (대명동)",대구광역시 남구 대명동 1911번지 9호,42413,35.850912,128.584368,정상,053-656-2900,유선,True,영업중,2014-06-09,5,5,1,1,1,5,3440000,2019-03-08 11:01:12
603,PHMB520223440024042500001,주식회사 경북방역,대구광역시,남구,"대구광역시 남구 효서길 64, 3층 (봉덕동)",대구광역시 남구 봉덕동 1361-103,42505,35.838166,128.595275,정상,,없음,False,영업중,2022-01-12,5,3,0,1,1,5,3440000,2023-08-02 14:13:59
604,PHMB520253440024042500003,주식회사 더링크,대구광역시,남구,대구광역시 남구 봉덕로10길 29 (봉덕동),대구광역시 남구 봉덕동 699-39,42446,35.843562,128.595903,정상,,없음,False,영업중,2025-02-27,10,3,0,3,2,20,3440000,2025-08-13 14:39:30
605,PHMB520233440024042500001,주식회사 반들,대구광역시,남구,대구광역시 남구 이천로 63 (봉덕동),대구광역시 남구 봉덕동 529-20,42429,35.846915,128.598093,정상,053-355-4777,유선,True,영업중,2023-06-14,5,3,0,1,1,5,3440000,2023-06-15 10:38:56
606,PHMB520223440024042500003,주식회사 방역을디자인하다,대구광역시,남구,"대구광역시 남구 현충로50길 6, 301호 (대명동)",대구광역시 남구 대명동 1897-11,42412,35.853387,128.583719,정상,,없음,False,영업중,2022-06-28,5,3,0,1,1,5,3440000,2022-06-29 09:11:31
607,PHMB520213440024042500008,주식회사 에이치엔씨,대구광역시,남구,"대구광역시 남구 대명로 65, 세아타워 602호 (대명동)",,42480,35.839622,128.564663,정상,053-781-5577,유선,True,영업중,2021-10-27,5,3,0,1,1,5,3440000,2021-11-09 14:12:34
608,PHMB520183440024042500002,주식회사 자연,대구광역시,남구,"대구광역시 남구 현충로20길 17, 1층 (대명동)",대구광역시 남구 대명동 1687번지 8호,42420,35.841671,128.580984,정상,053-635-3530,유선,True,영업중,2013-07-23,5,5,1,1,1,5,3440000,2018-02-27 10:31:26
609,PHMB520213440024042500009,주식회사 함께하는친구,대구광역시,남구,"대구광역시 남구 봉덕로1길 8, 1층 (봉덕동)",,42430,35.845742,128.591433,정상,,없음,False,영업중,2021-12-31,5,3,0,1,1,5,3440000,2022-01-03 16:10:43
610,PHMB520133440024042500001,주식회사엔가드대구방역,대구광역시,남구,대구광역시 남구 봉덕남로 7 (봉덕동),대구광역시 남구 봉덕동 706번지 16호,42446,35.844612,128.594649,정상,053-471-7751,유선,True,영업중,2013-02-21,5,5,1,1,1,5,3440000,2019-01-18 09:45:45
611,PHMB520263440024042500006,지펠스,대구광역시,남구,"대구광역시 남구 골안길 48-3, 1층 (대명동)",,42497,35.836281,128.562064,정상,,없음,False,영업중,2026-05-18,5,3,0,1,1,5,3440000,2026-05-18 17:01:36
612,PHMB520193440024042500007,청인보호작업장,대구광역시,남구,"대구광역시 남구 성당로 102, (4, 5)층 (대명동)",대구광역시 남구 대명동 3054번지 8호,42471,35.845149,128.564639,정상,053-624-8520,유선,True,영업중,2019-09-23,5,3,0,1,1,5,3440000,2020-05-07 15:30:44
613,PHMB520213440024042500001,청쿰방역 주식회사,대구광역시,남구,"대구광역시 남구 두류공원로 117, 가동 1층 (대명동)",,42471,35.846395,128.567162,정상,,없음,False,영업중,2021-01-05,10,10,0,3,1,5,3440000,2021-01-05 18:40:46
614,PHMB520233440024042500002,코드클린,대구광역시,남구,"대구광역시 남구 봉덕로1길 53, 2층 (봉덕동)",대구광역시 남구 봉덕동 1008-15,42425,35.847853,128.591218,정상,,없음,False,영업중,2023-06-22,5,3,0,1,1,5,3440000,2025-05-19 11:12:53
615,PHMB520213440024042500007,푸른환경대구,대구광역시,남구,대구광역시 남구 대봉로19길 24(이천동),,42439,35.851991,128.601132,지오코딩_근사(행정구역중심),,없음,False,영업중,2021-10-20,5,3,0,1,2,5,3440000,2021-10-21 13:57:09
616,PHMB520203440024042500002,프로크린,대구광역시,남구,"대구광역시 남구 대명복개로 86, 1층 (대명동)",대구광역시 남구 대명동 1595번지 5호,42479,35.840505,128.563678,정상,,없음,False,영업중,2020-05-29,5,3,0,1,1,5,3440000,2020-06-03 17:02:29
617,PHMB520183440024042500004,한국방제공사,대구광역시,남구,"대구광역시 남구 대명서4길 66, 1층 (대명동)",대구광역시 남구 대명동 1553번지 17호,42499,35.832986,128.562635,정상,,없음,False,영업중,2018-06-01,5,6,0,1,1,5,3440000,2019-01-21 11:11:08
618,PHMB520193440024042500006,한일종합방역공사,대구광역시,남구,"대구광역시 남구 큰골8길 12, 대명동 (대명동)",대구광역시 남구 대명동 472번지 33호,42453,35.834912,128.584205,정상,,없음,False,영업중,2019-07-19,5,3,0,1,1,5,3440000,2020-04-20 15:12:38
619,PHMB520253440024042500005,헬프 방역,대구광역시,남구,대구광역시 남구 봉덕로10길 29 (봉덕동),대구광역시 남구 봉덕동 699-39,42446,35.843562,128.595903,정상,,없음,False,영업중,2021-01-26,5,3,0,3,1,5,3440000,2025-08-22 16:38:46
620,PHMB520103440024042500004,환경길라잡이,대구광역시,남구,"대구광역시 남구 현충서길 51, 우진하이츠 101호 (대명동)",대구광역시 남구 대명동 3007-52 우진하이츠,42464,35.846438,128.578281,정상,,없음,False,영업중,2010-06-07,5,5,1,1,1,5,3440000,2025-03-09 13:15:06
621,PHMB520213470022042500005,(주) 위더피플,대구광역시,달서구,"대구광역시 달서구 와룡로49길 12, 1층 (죽전동)",대구광역시 달서구 죽전동 375-8,42631,35.854411,128.536416,정상,,없음,False,영업중,2021-02-19,5,3,0,1,1,5,3470000,2025-02-04 11:27:32
622,PHMB520213470022042500008,(주) 팔봉,대구광역시,달서구,"대구광역시 달서구 달구벌대로 1834, 성안오피스텔1701호 (두류동)",대구광역시 달서구 두류동 87-36 성안오피스텔,42661,35.859988,128.565308,정상,,없음,False,영업중,2021-03-12,5,3,0,1,1,5,3470000,2021-03-19 11:05:39
623,PHMB520243470022042500009,(주)경맥에프엠,대구광역시,달서구,"대구광역시 달서구 상화로 13, 3층 (진천동)",대구광역시 달서구 진천동 749-6,42777,35.810263,128.517317,정상,053-327-2775,유선,True,영업중,2024-06-12,5,3,0,1,1,5,3470000,2025-02-14 14:11:24
624,PHMB520213470022042500020,(주)광명티엠씨,대구광역시,달서구,"대구광역시 달서구 성서로 375, 4층 (이곡동)",대구광역시 달서구 이곡동 1000-267,42703,35.850917,128.50681,정상,,없음,False,영업중,2021-11-17,5,3,0,1,1,5,3470000,2021-11-17 16:06:13
625,PHMB520203470022042500021,(주)굿모닝디엔씨,대구광역시,달서구,"대구광역시 달서구 상화로8길 40, 4층 (대곡동)",대구광역시 달서구 대곡동 57-1,42765,35.808393,128.514813,정상,1644-5489,대표번호,True,영업중,2020-09-17,5,3,0,1,1,5,3470000,2024-07-08 17:15:10
626,PHMB520133470022042500001,(주)금상,대구광역시,달서구,"대구광역시 달서구 월곡로 184, 상인리빙프라자 505호 (상인동)",대구광역시 달서구 상인동 1525번지 1호 상인리빙프라자,42811,35.81266,128.54501,정상,053-639-6360,유선,True,영업중,2013-01-16,5,5,1,1,1,5,3470000,2024-07-15 09:26:28
627,PHMB520143470022042500002,(주)나눔크로바,대구광역시,달서구,"대구광역시 달서구 달서대로85길 27, 1층 (호림동)",대구광역시 달서구 호림동 13-2,42714,35.836909,128.488764,정상,053-639-7114,유선,True,영업중,2014-11-18,5,3,1,2,2,5,3470000,2024-07-10 09:44:39
628,PHMB520063470022042500006,(주)대경환경,대구광역시,달서구,"대구광역시 달서구 용산로 17, 3층 (본리동)",대구광역시 달서구 본리동 1209-2,42691,35.838905,128.53039,정상,,없음,False,영업중,2006-12-06,6,6,1,1,1,5,3470000,2024-07-09 17:02:02
629,PHMB520173470022042500011,(주)드림유니온,대구광역시,달서구,"대구광역시 달서구 월배로 115, 2층 (진천동)",대구광역시 달서구 진천동 95번지 20호 2층,42784,35.814911,128.527121,정상,053-636-6399,유선,True,영업중,2017-05-23,5,3,0,1,1,5,3470000,2017-05-23 17:05:59
630,PHMB520193470022042500001,(주)디에스시스템,대구광역시,달서구,대구광역시 달서구 두류공원로28길 12 (성당동),대구광역시 달서구 성당동 117-5,42670,35.848117,128.566981,정상,,없음,False,영업중,2019-02-21,5,3,0,1,1,5,3470000,2024-08-08 10:33:13
631,PHMB520073470022042500003,(주)부림산업,대구광역시,달서구,"대구광역시 달서구 구마로 97, 2층 207호 (본리동, 유림노르웨이아침)",대구광역시 달서구 본리동 352-4 유림노르웨이아침,42684,35.837776,128.538393,정상,,없음,False,영업중,2007-06-01,5,5,1,1,1,5,3470000,2024-07-09 16:59:34
632,PHMB520103470022042500005,(주)세스코 대구서부지역단,대구광역시,달서구,"대구광역시 달서구 와룡로 1, 3층 (본동)",대구광역시 달서구 본동 1135-4,42729,35.832761,128.537701,정상,053-521-0844,유선,True,영업중,2010-05-04,5,8,0,2,1,5,3470000,2026-04-08 13:37:28
